name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
vijayawada,2025-05-07,98.2,81,88.3,108.9,87.4,99.3,76.3,69.2,0.043,100,4.17,rain,0,0,17.4,13.9,134,1005.8,47.1,5.9,230,19.9,9,75,2025-05-07T05:39:52,2025-05-07T18:28:32,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-08,96.8,80.8,85.9,108.3,85.8,94.8,74.9,70.9,0.014,100,4.17,rain,0,0,28.9,16.1,164.1,1006.5,49.5,5.3,250.2,21.5,9,75,2025-05-08T05:39:26,2025-05-08T18:28:50,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-09,96.8,80.4,88,105.4,85.7,97.2,75,67.4,0,0,0,rain,0,0,13.4,11.4,125.3,1006.8,45.4,5.3,253.4,21.9,8,30,2025-05-09T05:39:02,2025-05-09T18:29:08,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-10,96.8,81.3,89,109.9,88.5,100.1,76.3,67.8,0,0,0,,0,0,14.8,9.2,148.5,1006.9,48.9,6.3,263.3,22.7,9,60,2025-05-10T05:38:39,2025-05-10T18:29:27,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-11,102.2,81.3,90.5,116.9,89.1,102.4,76.4,65.9,0,0,0,,0,0,16.3,11.4,152.1,1005.3,32.5,6.2,282,24.4,9,60,2025-05-11T05:38:16,2025-05-11T18:29:46,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-12,104.3,81.2,91.6,116.4,90.1,104,76.5,65,0,0,0,,0,0,11.9,9.2,163.3,1003.6,37.6,5.6,286.3,24.7,9,75,2025-05-12T05:37:55,2025-05-12T18:30:05,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-13,102.2,83.1,92,119.6,91.8,104.2,76,61.7,0,0,0,,0,0,14.5,13.9,158,1003.6,24.9,5.3,276.7,23.9,9,60,2025-05-13T05:37:34,2025-05-13T18:30:24,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOBZ,43185099999,43220099999,43182099999,43181099999,remote"
vijayawada,2025-05-14,98.6,84.8,91.3,109.9,97.2,104.3,76.7,63.5,0.012,100,8.33,rain,0,0,13.6,11.4,100.3,1004.7,53.1,5.9,275,23.9,9,60,2025-05-14T05:37:14,2025-05-14T18:30:44,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-15,102.1,84.2,91.6,116,88.4,104.4,76.3,62.5,0.007,100,4.17,rain,0,0,15.2,11.4,175,1005.2,46.9,6.3,246.9,21.3,9,30,2025-05-15T05:36:56,2025-05-15T18:31:03,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-16,91.6,77,85.2,112.4,77,95,77.2,77.8,0.95,100,8.33,rain,0,0,16.6,9.2,225.8,1005.3,90.7,5.8,245.9,21.1,9,30,2025-05-16T05:36:38,2025-05-16T18:31:23,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-17,98,78.8,88.3,115.3,78.8,99.9,77.2,71.6,0.072,100,8.33,rain,0,0,28.9,17.2,99.8,1004.7,73.1,5,238.2,20.6,8,60,2025-05-17T05:36:21,2025-05-17T18:31:43,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-18,96.8,80.6,87.6,110.6,87.1,98.2,76.4,70.9,0.106,100,8.33,rain,0,0,14.5,11.4,103.4,1004.2,66.4,5.9,219.1,19,8,60,2025-05-18T05:36:05,2025-05-18T18:32:04,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-19,93.8,82.3,87.7,110.9,90.8,101.2,78.3,74.4,0.068,100,8.33,rain,0,0,23,16.1,89.6,1003.5,73.3,6.8,201.6,17.3,8,30,2025-05-19T05:35:50,2025-05-19T18:32:24,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-20,86.2,75.2,83,99.6,75.2,92.5,78.1,85.3,1.192,100,12.5,rain,0,0,21.3,11.4,84.3,1002.8,87,5.1,116.9,10.2,7,60,2025-05-20T05:35:36,2025-05-20T18:32:45,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-21,91.4,78.8,84.5,105.1,78.8,95.2,77.9,81.1,0.111,100,16.67,rain,0,0,12.5,11.4,105.3,1003.5,83.2,5.1,131,11.1,6,60,2025-05-21T05:35:22,2025-05-21T18:33:05,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-22,93.2,75.2,83.7,107.5,75.2,91.8,77.1,82.2,0.633,100,8.33,rain,0,0,17.9,10.3,231,1003.5,80.1,4.1,193.3,16.6,7,30,2025-05-22T05:35:10,2025-05-22T18:33:26,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOBZ,43185099999,43220099999,43182099999,43181099999,remote"
vijayawada,2025-05-23,95,81.5,87.4,106.3,90.8,98.1,76.6,71.8,0,0,0,,0,0,22.1,6.9,202.9,1001.5,61.6,5.9,237.1,20.5,8,30,2025-05-23T05:34:59,2025-05-23T18:33:47,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-24,93.2,75.2,84.8,107.1,75.2,94.3,77.1,78.9,1.01,100,16.67,rain,0,0,25.1,8.1,167.1,1000.9,78.1,5.7,198.9,17.1,8,30,2025-05-24T05:34:49,2025-05-24T18:34:08,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-25,93.4,77.7,84.3,105.9,77.7,93.2,77.6,81.7,0.572,100,8.33,rain,0,0,25.1,9.2,214.3,1001.7,68.5,5.5,183.9,15.7,7,30,2025-05-25T05:34:39,2025-05-25T18:34:29,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-26,91,80.6,84.7,104.4,86.1,94,76.7,78.2,0.002,100,4.17,rain,0,0,24.8,15,221.1,1000.6,66.2,5.9,140.7,12.3,5,10,2025-05-26T05:34:31,2025-05-26T18:34:50,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-27,95,80.6,87.3,107.4,86.1,97.1,75.5,68.8,0.004,100,4.17,rain,0,0,26.4,16.1,263.1,998.5,66.6,5.8,188.6,16.2,8,30,2025-05-27T05:34:24,2025-05-27T18:35:10,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-28,90.5,80.6,85.4,104.6,86.9,95.1,76.2,74.5,0.063,100,25,rain,0,0,23.9,13.9,277.1,998.2,88,6.5,100.2,8.7,4,10,2025-05-28T05:34:17,2025-05-28T18:35:31,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-29,94.2,80.5,84.2,107.7,86.9,93.7,77,79.8,0.035,100,4.17,rain,0,0,23.7,17.2,255,998.3,96.2,6.1,149.5,13,6,30,2025-05-29T05:34:12,2025-05-29T18:35:52,0.07,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-30,95,80.1,87.3,110.4,85.4,99.6,77.8,74.5,0.507,100,12.5,rain,0,0,27.7,11.8,251.2,999,77.4,6.8,215,18.7,7,30,2025-05-30T05:34:07,2025-05-30T18:36:13,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-05-31,96.5,80.6,86.6,109.3,86.1,96.5,76.3,72.9,0,0,0,rain,0,0,28,11.4,272.3,1002.3,90.3,7.3,192.4,16.5,9,10,2025-05-31T05:34:03,2025-05-31T18:36:34,0.14,Overcast,Cloudy skies throughout the day.,cloudy,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-01,99.8,82.4,90.7,110.6,87.2,99.4,73.3,58.3,0,0,0,,0,0,25.1,15,271.4,1003.8,63.8,6.8,281.1,24.2,9,10,2025-06-01T05:34:01,2025-06-01T18:36:54,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-02,99.4,84.5,91.3,107.6,93.1,100.2,73.2,57.3,0,0,0,,0,0,22.6,15,252,1004.1,56.9,6.5,292.9,25.3,9,10,2025-06-02T05:33:59,2025-06-02T18:37:15,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-03,99.4,80.6,89.8,108.8,86.1,97.7,73,59.3,0.014,100,4.17,rain,0,0,24.6,16.1,258.5,1004.2,64.4,6.8,266.4,23.2,9,10,2025-06-03T05:33:58,2025-06-03T18:37:35,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOBZ,43185099999,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-04,101.9,84.2,91.6,119,95.8,103,75.5,61.3,0,0,0,,0,0,22.8,11.4,257.3,1004.7,60.1,5.4,279,24,9,30,2025-06-04T05:33:58,2025-06-04T18:37:55,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-05,102.8,82.4,92.1,113.1,90.8,101.5,73.6,57,0,0,0,,0,0,16.8,10.3,266.6,1005.8,36.2,6.3,278.2,24.1,9,30,2025-06-05T05:33:59,2025-06-05T18:38:15,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-06,100.7,84.1,93.1,111.1,93.2,102.4,73.2,54.1,0.004,100,4.17,rain,0,0,15.9,13.9,226.1,1005.8,33.8,5.8,275,23.8,9,10,2025-06-06T05:34:00,2025-06-06T18:38:35,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-07,102.2,78.8,90.7,114.5,78.8,102.2,76,64.5,0.763,100,4.17,rain,0,0,23,16.1,214.4,1005.4,56.8,5,258.5,22.3,9,60,2025-06-07T05:34:03,2025-06-07T18:38:54,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-08,100.9,81.1,90.8,114.9,88.4,101.1,74.8,61.2,0,0,0,,0,0,17.9,11.4,265.7,1004,31.6,5.9,269.5,23.2,9,10,2025-06-08T05:34:06,2025-06-08T18:39:13,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-09,100.5,81,91.1,110.3,85.9,99.8,73.3,57.5,0,0,0,,0,0,28,15.5,295.3,1002.4,47.9,5.9,277.1,24.1,9,10,2025-06-09T05:34:11,2025-06-09T18:39:32,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-10,98.6,83.5,90.7,133.6,90.4,101.6,74.9,61,0,0,0,,0,0,24.8,11.4,308.8,1000.2,56.6,5.8,225.4,19.5,9,30,2025-06-10T05:34:16,2025-06-10T18:39:51,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-11,88.2,77,82.6,100.9,77,90.4,77,83.6,1.564,100,16.67,rain,0,0,15.7,7.4,303.8,1000.2,95.9,5.3,99.4,8.6,4,30,2025-06-11T05:34:22,2025-06-11T18:40:09,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-12,95.1,80.5,86.2,109.4,86.9,97.8,77.9,77.5,0.119,100,4.17,rain,0,0,15.4,9.2,150.7,1000,61.8,7.4,236.7,20.6,8,30,2025-06-12T05:34:28,2025-06-12T18:40:27,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOBZ,43185099999,43182099999,43220099999,remote,43181099999"
vijayawada,2025-06-13,93.2,80.9,85.6,110.1,89.4,98.3,78.8,80.5,0.013,100,4.17,rain,0,0,19,11.4,140.8,1001.1,63.5,6,208.5,17.9,8,30,2025-06-13T05:34:36,2025-06-13T18:40:44,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-14,91.5,82.4,87,108.1,94.1,100.4,78.7,77.1,0.063,100,8.33,rain,0,0,19,9.2,185.8,1001.2,75,6.3,203,17.5,8,30,2025-06-14T05:34:44,2025-06-14T18:41:01,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-15,92.2,82.4,86.8,102.6,90.4,96.4,75.6,70.4,0.002,100,4.17,rain,0,0,23,11.4,215,1000.6,91.4,6,148.4,12.8,5,30,2025-06-15T05:34:53,2025-06-15T18:41:17,0.64,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-16,91.9,78.8,84.6,102.3,78.8,92.8,76,76.6,0.243,100,4.17,rain,0,0,30.9,13.9,224,1000.9,92.7,6.3,194.1,16.7,7,10,2025-06-16T05:35:02,2025-06-16T18:41:33,0.68,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-17,95.5,80.6,87.9,107,84.6,96.6,74.2,65.1,0,0,0,,0,0,26.2,13.9,225.6,1002.6,74.7,5.4,171.2,14.7,6,10,2025-06-17T05:35:12,2025-06-17T18:41:48,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOBZ,43185099999,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-18,98.6,82.4,90,107.7,89.5,99.5,74.4,62,0,0,0,,0,0,25.3,13.9,244.8,1002.9,67.3,5.8,240.6,20.6,8,10,2025-06-18T05:35:23,2025-06-18T18:42:03,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOBZ,43185099999,43220099999,43182099999,43181099999,remote"
vijayawada,2025-06-19,97.3,84.1,90.4,107.4,94.1,99.7,73.9,60.1,0,0,0,,0,0,28,13.9,244.4,1002.5,84.3,6.3,219.1,19.1,8,10,2025-06-19T05:35:35,2025-06-19T18:42:18,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-20,98.6,84.2,91,107.7,90.7,99.6,73,56.9,0.007,100,4.17,rain,0,0,26.2,11.6,254.1,1003.5,72.4,6.5,240.1,20.7,8,10,2025-06-20T05:35:47,2025-06-20T18:42:31,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-21,99.8,79.7,89.8,110.9,79.7,98.2,73.8,61.3,0.235,100,12.5,rain,0,0,32.4,13.6,263.8,1003.4,78.3,6.4,244.4,21.1,8,10,2025-06-21T05:35:59,2025-06-21T18:42:44,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-22,96.9,78.8,88.1,106,78.8,96,73.7,64.2,0.041,100,8.33,rain,0,0,30.9,13.9,275.2,1002.8,72.1,6.8,200,17.1,8,10,2025-06-22T05:36:13,2025-06-22T18:42:57,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-23,92,78.8,86.1,99.8,78.8,92.8,73.3,66.7,0.035,100,4.17,rain,0,0,33.3,13.9,262.7,1001.9,99,5.9,117.9,10.2,5,10,2025-06-23T05:36:27,2025-06-23T18:43:09,0.92,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-24,88.1,77,82.3,99.9,77,88.2,74.9,78.8,0.254,100,20.83,rain,0,0,33.6,13.6,243.6,1001.2,98.5,6.7,115.8,10,5,10,2025-06-24T05:36:41,2025-06-24T18:43:20,0.96,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-25,86.4,77,81.4,98.8,77,86.5,76.2,84.9,0.139,100,8.33,rain,0,0,29.5,9.2,238.6,1001.6,100,6.6,109.8,9.6,5,10,2025-06-25T05:36:56,2025-06-25T18:43:30,0,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-26,89.6,76.7,82.1,103.1,76.7,87.8,76.6,84.3,0.541,100,12.5,rain,0,0,28.2,9.2,207,1002.1,96.7,6.1,164,14.1,6,10,2025-06-26T05:37:11,2025-06-26T18:43:40,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-27,91.4,77.2,84.5,103.6,77.2,92.2,75.9,76.6,0.347,100,4.17,rain,0,0,23.9,8.1,234,1003.2,99.1,6.3,167.8,14.5,7,10,2025-06-27T05:37:27,2025-06-27T18:43:49,0.06,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-28,98.1,81,88.7,108.7,88.1,98.1,74.9,65.4,0,0,0,,0,0,27.5,16.1,260.4,1003,83.5,7.3,255.5,22,8,10,2025-06-28T05:37:43,2025-06-28T18:43:57,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-29,95,79.6,87.8,103.1,79.6,95.2,73.3,63.4,0.008,100,4.17,rain,0,0,31.8,15.6,275.4,1002.4,91,7.3,222.8,19.3,8,30,2025-06-29T05:37:59,2025-06-29T18:44:04,0.12,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-06-30,86.1,77.6,82.2,93.8,77.6,87.5,74.7,78.7,0.001,100,4.17,rain,0,0,28.2,11.9,264.7,1002.8,98.1,5.6,157.7,13.6,7,10,2025-06-30T05:38:16,2025-06-30T18:44:11,0.16,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-07-01,84.2,76.9,80.2,92.4,76.9,83.8,75,84.4,0.081,100,8.33,rain,0,0,29.1,11.6,267.6,1003,100,6.2,96.6,8.2,4,10,2025-07-01T05:38:33,2025-07-01T18:44:17,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-07-02,85.2,76.7,80.9,94.3,76.7,85.4,74.9,82.4,0.039,100,8.33,rain,0,0,22.6,11.4,255.6,1002.9,98.9,6.3,124.3,10.8,4,10,2025-07-02T05:38:51,2025-07-02T18:44:22,0.22,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-07-03,89.9,77.9,83.8,103.9,77.9,90.1,75.4,76.9,0.075,100,20.83,rain,0,0,26.2,16.1,251.2,1003,99.8,6.3,113.8,9.6,5,10,2025-07-03T05:39:09,2025-07-03T18:44:26,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-07-04,96.1,80.2,87.6,107.4,85.3,95.6,74.2,66.5,0.104,100,4.17,rain,0,0,31.5,17.2,257,1004,77.2,6.8,207.8,17.9,7,10,2025-07-04T05:39:27,2025-07-04T18:44:29,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-07-05,94.7,79.2,87.1,103.6,79.2,94.4,73.8,66.1,0.008,100,4.17,rain,0,0,34.2,17.2,269.3,1003.2,91.6,6.9,186.5,16.3,6,10,2025-07-05T05:39:45,2025-07-05T18:44:31,0.32,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-07-06,93.2,81.5,88,102.8,87.2,95.5,72.9,61.7,0,0,0,,0,0,35.1,16.1,253.9,1001.9,93.5,6.8,205.5,17.7,6,10,2025-07-06T05:40:04,2025-07-06T18:44:33,0.35,Overcast,Cloudy skies throughout the day.,cloudy,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-07-07,93.2,80.4,86.7,102.8,86.1,94.2,73.4,65.5,0.213,100,12.5,rain,0,0,28.9,17.2,268.4,1002,87.3,7,175.1,15.1,6,10,2025-07-07T05:40:23,2025-07-07T18:44:33,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-07-08,96.2,78.8,87.3,105.1,78.8,93.6,72.6,63.4,0.008,100,8.33,rain,0,0,31.3,17.2,279.1,1002.6,66.8,5.8,246.7,21.2,8,10,2025-07-08T05:40:41,2025-07-08T18:44:33,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-07-09,98.5,80,88.3,107.4,80,94.9,72.3,60.8,0.02,100,12.5,rain,0,0,36.5,13.9,281.8,1003.1,66.3,5.9,247.2,21.4,8,10,2025-07-09T05:41:01,2025-07-09T18:44:31,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-07-10,95,81.5,88.4,105.1,87.6,97.3,74.3,64.1,0.007,100,4.17,rain,0,0,28.6,13.9,291.4,1003.1,70.4,7.3,239.7,20.8,8,10,2025-07-10T05:41:20,2025-07-10T18:44:29,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-07-11,98.1,80.6,87,106.4,86.1,95.8,75.2,70,0.215,100,12.5,rain,0,0,26.8,11.4,299.6,1002.8,72.1,5.8,228.5,19.7,8,10,2025-07-11T05:41:39,2025-07-11T18:44:26,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-07-12,97.8,78.8,89,108.9,78.8,98.2,74.8,64.7,0,0,0,,0,0,28.9,17.2,299,1003,75.2,6.3,266.9,23,8,10,2025-07-12T05:41:58,2025-07-12T18:44:22,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-07-13,98.9,84.2,90.7,106.9,90.1,99.3,73.2,58.1,0,0,0,,0,0,28,13.9,286.1,1002.8,68.9,6.4,240,20.5,8,10,2025-07-13T05:42:18,2025-07-13T18:44:17,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43185099999,VOBZ,43182099999,43220099999,remote,43181099999"
vijayawada,2025-07-14,101.3,85.9,92,112.4,91.8,100.1,72.3,53.5,0,0,0,,0,0,28.2,13.9,273.5,1002.6,68.2,5.8,243.7,21.1,8,10,2025-07-14T05:42:37,2025-07-14T18:44:10,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOBZ,43185099999,43220099999,43182099999,43181099999,remote"
vijayawada,2025-07-15,97.5,86,91.2,107.4,92.3,100,73.1,56.5,0.067,100,4.17,rain,0,0,27.3,13.9,274.2,1002.1,66.9,6.8,251.3,21.8,9,10,2025-07-15T05:42:56,2025-07-15T18:44:03,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-07-16,99.1,84.2,90,109.1,90.4,100.7,75.3,63.4,0.104,100,4.17,rain,0,0,23.5,13.9,257.8,1001.8,79,6.8,242.5,20.9,8,10,2025-07-16T05:43:16,2025-07-16T18:43:55,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-07-17,98.6,81.4,87.7,114.8,87.9,99.7,77.4,72.9,0.003,100,4.17,rain,0,0,23,11.4,206.5,1002.7,80.5,6.3,249.9,21.6,9,30,2025-07-17T05:43:35,2025-07-17T18:43:46,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
vijayawada,2025-07-18,95,77,85.4,109.9,77,94.9,77.2,77.9,0.21,100,4.17,rain,0,0,13,11.4,220.4,1003.2,67.4,4.9,202.2,17.3,8,30,2025-07-18T05:43:54,2025-07-18T18:43:36,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43185099999,VOBZ,43220099999,43182099999,remote,43181099999"
